"seqn","hoq011","hod030","hoq040","hod050","hod060","hoq065","hoq070","hoq080","hoq230","hoq240","hoq250","hoq260a","hoq260b","hoq260c","hoq270","hoq280a","hoq280b","hoq280c"
31428,2,NA,3,7,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31429,2,NA,3,10,4,1,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
31430,3,NA,99,3,1,2,1,1,2,2,1,NA,2,NA,NA,NA,NA,NA
31431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31432,2,NA,1,13,4,1,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA
31433,4,6,2,5,1,2,1,1,2,2,1,NA,2,NA,NA,NA,NA,NA
31434,2,NA,2,8,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31435,4,4,99,5,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31436,3,NA,1,9,3,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
31437,1,NA,2,5,4,1,2,1,2,2,2,NA,NA,NA,2,NA,NA,NA
31438,2,NA,6,7,5,1,2,2,1,2,1,1,2,3,NA,NA,NA,NA
31439,2,NA,6,6,2,1,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
31440,3,NA,4,3,1,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
31441,2,NA,4,5,5,1,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
31442,2,NA,5,6,3,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31443,2,NA,5,7,4,1,1,1,1,1,2,NA,NA,NA,2,NA,NA,NA
31444,2,NA,1,5,3,1,2,1,2,2,1,1,NA,NA,NA,NA,NA,NA
31445,4,3,99,2,1,2,1,1,2,1,2,NA,NA,NA,2,NA,NA,NA
31446,2,NA,1,10,4,1,2,1,2,2,1,1,NA,NA,NA,NA,NA,NA
31447,1,NA,3,4,3,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31448,2,NA,3,5,4,1,1,1,2,1,2,NA,NA,NA,2,NA,NA,NA
31449,3,NA,2,8,5,1,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
31450,1,NA,1,4,4,1,2,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31451,3,NA,99,4,2,2,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
31452,2,NA,1,6,2,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31453,1,NA,1,7,5,3,1,2,2,2,2,NA,NA,NA,1,1,NA,NA
31454,4,3,99,4,1,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
31455,2,NA,1,8,3,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
31456,2,NA,5,8,3,1,1,2,1,1,1,1,2,NA,NA,NA,NA,NA
31457,3,NA,3,3,1,2,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
31458,2,NA,6,6,5,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA
31459,2,NA,1,6,3,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
31460,4,3,99,4,1,2,1,2,2,1,1,NA,2,NA,NA,NA,NA,NA
31461,2,NA,99,6,2,1,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
31462,3,NA,99,6,2,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
31463,2,NA,3,4,5,1,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
31464,2,NA,5,6,5,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
31465,2,NA,4,6,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31466,6,NA,1,1,1,3,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31467,3,NA,3,4,1,2,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
31468,2,NA,4,7,5,1,1,2,2,2,2,NA,NA,NA,1,1,NA,NA
31469,2,NA,3,10,5,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
31470,1,NA,1,4,2,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA
31471,3,NA,2,5,1,2,3,2,2,1,2,NA,NA,NA,2,NA,NA,NA
31472,4,3,2,4,1,2,2,2,2,2,2,NA,NA,NA,1,1,2,NA
31473,3,NA,99,4,3,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
31474,2,NA,2,8,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31475,2,NA,1,7,4,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
31476,2,NA,99,6,1,2,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
31477,4,4,99,4,2,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
31478,2,NA,1,7,1,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
31479,3,NA,1,5,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31480,1,NA,99,5,4,1,2,1,2,2,2,NA,NA,NA,2,NA,NA,NA
31481,2,NA,1,9,5,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA
31482,1,NA,1,5,2,1,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA
31483,2,NA,1,10,2,1,1,2,1,2,2,NA,NA,NA,1,1,NA,NA
31484,2,NA,3,5,1,2,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
31485,2,NA,3,10,5,1,1,1,2,2,1,1,2,NA,NA,NA,NA,NA
31486,2,NA,1,6,4,1,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
31487,4,4,99,4,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31488,2,NA,1,6,2,1,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
31489,2,NA,2,5,5,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA
31490,1,NA,99,5,1,2,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA
31491,1,NA,1,8,3,1,2,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31492,4,3,99,3,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31493,3,NA,4,4,2,2,1,1,2,1,2,NA,NA,NA,2,NA,NA,NA
31494,2,NA,1,13,4,1,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA
31495,2,NA,4,8,4,1,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
31496,2,NA,2,6,5,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA
31497,4,5,99,4,3,2,1,2,2,2,1,1,2,NA,NA,NA,NA,NA
31498,2,NA,99,2,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31499,2,NA,1,5,2,1,2,1,2,2,1,NA,NA,3,NA,NA,NA,NA
31500,4,6,99,4,2,1,1,1,2,1,2,NA,NA,NA,2,NA,NA,NA
31501,3,NA,3,4,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31502,2,NA,1,10,5,1,2,1,2,2,2,NA,NA,NA,2,NA,NA,NA
31503,2,NA,2,5,5,1,2,1,2,2,2,NA,NA,NA,2,NA,NA,NA
31504,2,NA,4,8,3,1,1,1,1,2,1,NA,2,NA,NA,NA,NA,NA
31505,2,NA,2,4,1,2,2,1,2,2,2,NA,NA,NA,2,NA,NA,NA
31506,2,NA,6,7,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31507,2,NA,1,8,2,1,1,2,2,2,2,NA,NA,NA,1,1,NA,NA
31508,2,NA,4,5,5,1,1,1,2,1,1,1,2,NA,NA,NA,NA,NA
31509,3,NA,99,5,3,2,1,2,2,2,1,NA,NA,3,NA,NA,NA,NA
31510,1,NA,99,4,3,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31511,4,5,2,6,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31512,1,NA,99,4,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31513,4,4,99,3,3,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31514,2,NA,99,8,1,1,1,2,2,2,1,NA,NA,3,NA,NA,NA,NA
31515,4,3,5,4,3,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
31516,3,NA,99,4,5,2,2,2,2,1,2,NA,NA,NA,1,1,NA,NA
31517,2,NA,3,4,1,2,1,2,1,2,1,1,2,NA,NA,NA,NA,NA
31518,2,NA,5,8,3,3,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
31519,2,NA,2,6,3,1,2,1,2,2,1,1,NA,NA,NA,NA,NA,NA
31520,2,NA,4,4,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31521,2,NA,6,11,3,1,1,2,2,1,1,1,2,NA,NA,NA,NA,NA
31522,4,4,2,7,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31524,2,NA,6,5,5,1,1,2,2,2,1,1,2,3,NA,NA,NA,NA
31525,2,NA,1,9,3,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
31526,2,NA,6,5,5,1,1,2,2,1,1,NA,2,NA,NA,NA,NA,NA
31527,4,5,5,4,5,2,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
31528,2,NA,99,6,1,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31529,4,5,99,6,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31530,4,3,99,6,4,1,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
31531,2,NA,3,6,5,1,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA
31532,3,NA,1,5,1,2,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
31533,3,NA,6,7,2,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
31534,3,NA,99,5,1,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
31535,2,NA,99,5,3,2,1,2,2,2,2,NA,NA,NA,1,1,NA,NA
31536,2,NA,1,6,3,1,2,2,1,2,1,1,NA,NA,NA,NA,NA,NA
31537,4,3,6,7,5,1,1,2,1,2,1,1,2,NA,NA,NA,NA,NA
31538,2,NA,99,5,2,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
31539,2,NA,99,5,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31540,2,NA,1,5,4,1,9,2,2,2,1,1,NA,NA,NA,NA,NA,NA
31541,3,NA,99,3,1,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
31542,2,NA,1,5,3,1,2,1,1,2,1,1,2,3,NA,NA,NA,NA
31543,2,NA,1,6,1,1,2,1,2,2,1,1,2,3,NA,NA,NA,NA
31544,2,NA,6,7,3,1,1,2,1,1,1,NA,2,NA,NA,NA,NA,NA
31545,2,NA,99,3,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31546,3,NA,6,5,5,2,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
31547,2,NA,99,5,1,2,2,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31548,1,NA,99,4,3,1,2,2,2,2,1,NA,2,NA,NA,NA,NA,NA
31549,2,NA,1,6,2,2,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA
31550,4,4,6,4,1,2,1,2,2,2,1,NA,NA,3,NA,NA,NA,NA
31551,2,NA,2,7,3,1,2,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31552,2,NA,1,7,4,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA
31553,4,5,99,4,2,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
31554,2,NA,2,6,2,1,1,1,2,2,1,1,2,NA,NA,NA,NA,NA
31555,3,NA,3,3,2,1,2,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31556,2,NA,99,7,1,3,1,2,2,2,2,NA,NA,NA,9,NA,NA,NA
31557,2,NA,1,7,3,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
31558,2,NA,6,6,5,3,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
31559,2,NA,3,6,5,1,1,1,2,2,1,NA,2,NA,NA,NA,NA,NA
31560,2,NA,1,6,3,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
31561,4,1,99,7,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31562,4,7,99,3,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31563,2,NA,4,5,5,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
31564,1,NA,1,5,2,3,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31565,4,5,99,3,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31566,4,3,2,5,3,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31567,2,NA,4,9,5,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA
31568,2,NA,5,6,5,1,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
31569,2,NA,1,11,5,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA
31570,2,NA,2,7,4,1,2,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31571,2,NA,2,8,2,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31572,4,5,99,4,3,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
31573,4,3,99,4,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31574,2,NA,2,11,4,1,1,2,2,2,1,1,2,NA,NA,NA,NA,NA
31575,2,NA,1,10,5,1,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA
31576,2,NA,3,8,4,1,2,2,2,2,1,1,2,NA,NA,NA,NA,NA
31577,2,NA,1,6,1,1,2,1,2,2,1,NA,2,NA,NA,NA,NA,NA
31578,2,NA,1,5,3,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31579,2,NA,5,7,1,1,1,1,1,2,1,1,2,NA,NA,NA,NA,NA
31580,2,NA,3,5,2,1,1,2,2,1,1,NA,2,NA,NA,NA,NA,NA
31581,2,NA,3,9,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31582,2,NA,6,6,2,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA
31583,4,3,3,3,1,2,1,2,2,1,2,NA,NA,NA,1,1,NA,NA
31584,3,NA,99,4,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31585,2,NA,99,7,2,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31587,4,6,99,4,4,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31588,2,NA,2,6,5,1,2,2,2,2,1,1,2,NA,NA,NA,NA,NA
31589,3,NA,99,4,1,2,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA
31590,2,NA,99,3,3,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
31591,3,NA,3,7,4,1,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
31592,2,NA,99,6,4,1,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
31593,2,NA,4,6,5,1,1,1,2,2,1,1,2,NA,NA,NA,NA,NA
31594,2,NA,3,6,4,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31595,2,NA,1,9,3,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
31596,2,NA,1,8,2,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31597,2,NA,99,5,3,2,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
31598,2,NA,99,3,4,1,2,1,2,2,2,NA,NA,NA,2,NA,NA,NA
31599,2,NA,1,7,3,1,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
31600,2,NA,1,6,3,2,1,2,2,2,2,NA,NA,NA,1,1,NA,NA
31601,2,NA,4,6,5,1,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
31602,3,NA,5,6,4,1,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
31603,1,NA,3,4,4,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31604,4,5,1,6,3,1,1,2,2,2,1,1,2,NA,NA,NA,NA,NA
31605,2,NA,6,7,5,1,1,2,1,2,1,NA,2,NA,NA,NA,NA,NA
31606,2,NA,5,7,5,1,3,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31607,4,3,99,4,3,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31608,2,NA,3,7,5,1,2,1,1,2,1,1,NA,NA,NA,NA,NA,NA
31609,2,NA,99,6,1,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31610,2,NA,1,7,2,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
31611,2,NA,1,8,2,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
31612,1,NA,1,5,3,1,1,2,2,2,2,NA,NA,NA,1,NA,2,NA
31613,2,NA,3,4,3,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
31614,4,5,99,4,3,2,1,1,2,1,2,NA,NA,NA,2,NA,NA,NA
31615,2,NA,5,7,4,1,1,1,1,1,2,NA,NA,NA,2,NA,NA,NA
31616,2,NA,3,7,1,1,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
31617,2,NA,2,6,1,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
31618,3,NA,99,6,5,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31619,2,NA,1,5,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31620,2,NA,1,6,1,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
31621,4,99,99,6,1,2,9,2,2,1,2,NA,NA,NA,2,NA,NA,NA
31622,2,NA,1,8,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31623,2,NA,99,5,2,2,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA
31624,2,NA,1,8,1,1,2,1,2,2,2,NA,NA,NA,2,NA,NA,NA
31625,3,NA,99,3,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31626,2,NA,1,12,4,1,2,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31627,2,NA,4,9,5,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
31628,2,NA,1,10,1,1,1,1,2,2,1,1,2,NA,NA,NA,NA,NA
31629,6,NA,3,1,1,3,1,1,1,2,2,NA,NA,NA,2,NA,NA,NA
31630,2,NA,6,8,3,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
31631,2,NA,99,4,3,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31632,4,3,99,4,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31633,3,NA,3,4,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31634,2,NA,99,6,2,1,1,9,2,2,2,NA,NA,NA,2,NA,NA,NA
31635,2,NA,99,5,1,2,1,1,2,1,2,NA,NA,NA,2,NA,NA,NA
31636,2,NA,4,6,3,2,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
31637,2,NA,1,11,3,1,2,1,2,2,2,NA,NA,NA,2,NA,NA,NA
31638,2,NA,4,6,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31639,2,NA,99,5,1,2,1,2,2,2,1,1,2,NA,NA,NA,NA,NA
31640,2,NA,99,3,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31641,2,NA,5,7,5,1,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
31642,4,5,99,4,1,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
31643,2,NA,4,6,3,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
31644,4,4,99,4,3,2,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
31645,4,4,99,4,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31646,4,1,6,2,2,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
31647,3,NA,99,6,4,2,1,2,2,1,1,NA,2,NA,NA,NA,NA,NA
31648,2,NA,99,4,3,2,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
31649,2,NA,6,8,4,1,1,1,2,2,1,NA,2,NA,NA,NA,NA,NA
31650,4,3,99,4,3,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
31651,2,NA,99,8,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31652,2,NA,2,8,4,1,2,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31653,2,NA,2,8,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31654,2,NA,2,10,5,1,2,1,2,2,2,NA,NA,NA,2,NA,NA,NA
31655,2,NA,1,8,1,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
31656,3,NA,99,6,1,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
31657,2,NA,99,7,1,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31658,3,NA,99,7,4,2,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
31659,1,NA,2,4,1,1,1,1,2,2,1,NA,NA,3,NA,NA,NA,NA
31660,2,NA,3,5,5,1,1,1,1,2,2,NA,NA,NA,2,NA,NA,NA
31661,4,4,99,6,1,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
31662,3,NA,3,8,4,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA
31663,2,NA,3,6,5,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA
31664,3,NA,6,8,5,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
31665,2,NA,2,6,4,1,2,2,2,2,1,1,2,NA,NA,NA,NA,NA
31666,3,NA,1,4,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31667,4,4,99,2,1,2,1,1,2,1,2,NA,NA,NA,2,NA,NA,NA
31668,2,NA,4,5,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31669,4,5,99,4,2,2,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
31670,3,NA,99,6,1,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
31671,2,NA,4,5,4,2,2,1,2,2,1,NA,2,NA,NA,NA,NA,NA
31672,2,NA,1,9,4,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
31673,3,NA,99,7,2,2,1,2,2,2,2,NA,NA,NA,1,NA,NA,3
31674,2,NA,3,8,2,1,1,2,2,2,1,1,2,NA,NA,NA,NA,NA
31675,2,NA,2,5,5,1,2,2,2,2,1,1,2,NA,NA,NA,NA,NA
31676,4,3,6,6,4,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
31677,1,NA,1,7,2,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
31678,2,NA,1,4,3,1,1,2,2,2,2,NA,NA,NA,1,1,NA,NA
31679,2,NA,3,7,3,1,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
31680,4,3,99,3,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31681,4,5,99,4,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31682,2,NA,6,11,3,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31683,2,NA,3,9,4,1,2,1,1,2,1,1,2,NA,NA,NA,NA,NA
31684,3,NA,3,5,2,2,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
31685,2,NA,6,7,5,1,1,2,2,2,2,NA,NA,NA,1,1,NA,NA
31686,4,3,99,4,4,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
31687,2,NA,1,5,3,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31688,4,5,99,4,1,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
31689,2,NA,4,5,1,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
31690,2,NA,4,7,2,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31691,2,NA,2,4,1,2,2,1,2,2,2,NA,NA,NA,2,NA,NA,NA
31692,2,NA,2,8,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31693,2,NA,1,8,5,1,2,1,2,2,2,NA,NA,NA,2,NA,NA,NA
31694,2,NA,1,9,3,1,1,2,2,2,1,1,NA,3,NA,NA,NA,NA
31695,2,NA,5,5,5,1,2,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31696,2,NA,1,5,3,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
31697,2,NA,99,7,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31698,3,NA,1,6,4,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
31699,2,NA,3,7,3,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31700,4,3,99,4,2,2,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
31701,4,4,99,4,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31702,4,4,99,4,2,2,9,2,2,2,2,NA,NA,NA,1,1,NA,NA
31703,4,4,99,5,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31704,4,3,5,4,3,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
31705,2,NA,1,3,5,1,2,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31706,2,NA,1,11,4,1,2,1,2,2,2,NA,NA,NA,2,NA,NA,NA
31707,2,NA,6,7,5,1,1,1,1,2,2,NA,NA,NA,2,NA,NA,NA
31708,2,NA,99,5,5,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
31709,2,NA,3,8,3,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
31710,2,NA,1,7,3,1,2,1,2,2,1,1,NA,NA,NA,NA,NA,NA
31711,3,NA,3,7,2,2,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
31712,4,1,99,7,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31713,2,NA,99,8,4,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31714,1,NA,1,5,2,1,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
31715,2,NA,5,5,4,1,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
31716,2,NA,2,9,5,1,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA
31717,2,NA,99,11,3,1,1,1,2,2,1,NA,2,NA,NA,NA,NA,NA
31718,2,NA,99,5,2,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
31719,2,NA,4,5,5,1,1,2,2,2,1,1,2,NA,NA,NA,NA,NA
31720,3,NA,4,4,1,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
31721,2,NA,99,6,5,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
31722,2,NA,1,7,5,1,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA
31723,6,NA,99,1,1,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
31724,2,NA,5,6,4,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
31725,2,NA,4,6,3,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31726,2,NA,4,7,2,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31727,3,NA,1,6,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
31728,2,NA,2,6,2,2,2,2,1,2,2,NA,NA,NA,2,NA,NA,NA
31729,2,NA,1,8,2,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA
31730,2,NA,4,6,4,1,1,2,1,2,1,NA,2,NA,NA,NA,NA,NA
